symbol,threshold,window,start,end,samples,signals,precision,recall,f1,auc,return_pct,profit_factor
KTA,0.6700000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,12,0.5833333333333334,0.4117647058823529,0.4827586206896552,0.765914585012087,10.10859733918314,6.815117412109351
LDO,0.7500000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,10,0.4,0.18181818181818182,0.25,0.7183098591549296,3.3561015323772785,2.1552640707419806
LDO,0.7500000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,11,0.18181818181818182,0.14285714285714285,0.16,0.6552380952380953,1.7661284959570187,1.647193530955314
LDO,0.7500000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,10,0.2,0.11764705882352941,0.14814814814814814,0.6756647864625303,2.890895423410747,3.1525205000200125
LINEA,0.6700000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,11,0.09090909090909091,0.14285714285714285,0.1111111111111111,0.8562329390354868,2.481987383448779,3.0995486631432456
LINEA,0.6700000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,4,0.0,0.0,0.0,0.8881987577639752,-0.521824565675727,0.6685344372989703
LINEA,0.6700000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,16,0.3125,0.4166666666666667,0.35714285714285715,0.8162251655629139,6.572315619634905,3.4966088986763517
LINK,0.6300000000000001,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.5734375,0.0,0.0
LINK,0.6300000000000001,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,9,0.0,0.0,0.0,0.590625,-0.02631711110965716,0.9773826272609796
LINK,0.6300000000000001,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,11,0.09090909090909091,0.16666666666666666,0.11764705882352941,0.7388535031847134,2.200362145886368,5.0484518488626415
LIT,0.8100000000000003,1,2026-07-12 08:00:00,2026-07-18 00:00:00,137,8,0.375,0.10714285714285714,0.16666666666666666,0.6114023591087812,6.6738729248965285,4.974154586561978
LIT,0.8100000000000003,2,2026-07-18 01:00:00,2026-07-23 17:00:00,137,4,0.5,0.10526315789473684,0.17391304347826086,0.5677966101694916,5.091199913204631,inf
LIT,0.8100000000000003,3,2026-07-23 18:00:00,2026-07-29 10:00:00,137,2,0.0,0.0,0.0,0.7784134248665141,0.3246906833024338,1.8271937346329092
LTC,0.6200000000000001,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,4,0.0,0.0,0.0,0.4722222222222222,-0.7581556616492569,0.4334697380979021
LTC,0.6200000000000001,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,7,0.0,0.0,0.0,0.6265432098765432,0.4471449852176219,1.4117348982557671
LTC,0.6200000000000001,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,8,0.25,0.4,0.3076923076923077,0.7151898734177216,0.9536503770131821,2.1502590154934067
MEGA,0.7100000000000002,1,2026-07-22 03:00:00,2026-07-24 13:00:00,59,3,0.6666666666666666,0.25,0.36363636363636365,0.7230392156862745,2.418220260884095,inf
MEGA,0.7100000000000002,2,2026-07-24 14:00:00,2026-07-27 00:00:00,59,3,0.0,0.0,0.0,0.9137931034482758,0.8699578106412518,inf
MEGA,0.7100000000000002,3,2026-07-27 01:00:00,2026-07-29 10:00:00,58,7,0.7142857142857143,0.35714285714285715,0.47619047619047616,0.8068181818181818,4.465843636734827,2.7618047153209084
MELANIA,0.7600000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.5590717299578059,0.0,0.0
MELANIA,0.7600000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.815734989648033,0.0,0.0
MELANIA,0.7600000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,7,0.14285714285714285,0.1111111111111111,0.125,0.7640692640692641,2.222362900314849,7.030673916751008
MEME,0.8000000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,2,0.0,0.0,0.0,0.7421383647798743,-0.30337891164154707,0.0
MEME,0.8000000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.715625,0.0,0.0
MEME,0.8000000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.7942583732057416,0.0,0.0
MET,0.8300000000000003,1,2026-07-14 10:00:00,2026-07-19 10:00:00,121,2,0.0,0.0,0.0,0.6833872707659115,-2.257388120558654,0.0
MET,0.8300000000000003,2,2026-07-19 11:00:00,2026-07-24 10:00:00,120,6,0.16666666666666666,0.05263157894736842,0.08,0.6367899947889525,-3.218418511331303,0.30541368840503275
MET,0.8300000000000003,3,2026-07-24 11:00:00,2026-07-29 10:00:00,120,0,0.0,0.0,0.0,0.641904761904762,0.0,0.0
MEW,0.7100000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,5,0.2,0.2,0.2,0.7018867924528303,1.1582989074969696,3.333745143412578
MEW,0.7100000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,9,0.3333333333333333,0.2727272727272727,0.3,0.7213309566250743,3.5213267685372545,4.777959063200921
MEW,0.7100000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,9,0.1111111111111111,0.09090909090909091,0.1,0.618421052631579,3.5403594798366482,9.440833401501946
MKR,0.6800000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,2,0.5,0.09090909090909091,0.15384615384615385,0.7124183006535947,1.203223863954364,inf
MKR,0.6800000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,4,0.25,0.2,0.2222222222222222,0.669182389937107,2.1058714030164847,5.783861696194682
MKR,0.6800000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,1,1.0,0.14285714285714285,0.25,0.6858974358974359,3.412075365186125,inf
MNT,0.6700000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,4,0.0,0.0,0.0,,0.8253250941032295,3.266420947319753
MNT,0.6700000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,1,0.0,0.0,0.0,0.6140625000000001,0.026523608411017877,inf
MNT,0.6700000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,5,0.2,0.3333333333333333,0.25,0.8416666666666667,0.9876143716865418,2.1392721429176316
MON,0.7800000000000002,1,2026-07-09 06:00:00,2026-07-15 23:00:00,162,4,0.5,0.125,0.2,0.6113013698630136,3.424768628741087,4.362871529603196
MON,0.7800000000000002,2,2026-07-16 00:00:00,2026-07-22 17:00:00,162,0,0.0,0.0,0.0,0.7516666666666667,0.0,0.0
MON,0.7800000000000002,3,2026-07-22 18:00:00,2026-07-29 10:00:00,161,2,0.0,0.0,0.0,0.5840621963070942,0.2017767893648075,5.908309730974011
MOODENG,0.7700000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,5,0.2,0.1111111111111111,0.14285714285714285,0.7548387096774194,1.1321678384591205,7.307885104364943
MOODENG,0.7700000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.6651501364877161,0.0,0.0
MOODENG,0.7700000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,1,0.0,0.0,0.0,0.6561810154525386,-0.6101791959142886,0.0
MORPHO,0.7600000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,7,0.2857142857142857,0.07692307692307693,0.12121212121212122,0.5955964325529542,0.6975930524422511,1.2215623086159362
MORPHO,0.7600000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,3,0.6666666666666666,0.13333333333333333,0.2222222222222222,0.694854586129754,4.521861737802278,inf
MORPHO,0.7600000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,4,0.25,0.1,0.14285714285714285,0.661437908496732,0.6647866307635864,1.2696001016430125
NATGAS,0.9,1,2026-07-21 11:00:00,2026-07-24 02:00:00,64,0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0
NATGAS,0.9,2,2026-07-24 03:00:00,2026-07-26 18:00:00,64,0,0.0,0.0,0.0,,0.0,0.0
NATGAS,0.9,3,2026-07-26 19:00:00,2026-07-29 10:00:00,64,0,0.0,0.0,0.0,0.8548387096774194,0.0,0.0
NEAR,0.7900000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.4487455197132616,0.0,0.0
NEAR,0.7900000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.8034576888080073,0.0,0.0
NEAR,0.7900000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,1,1.0,0.09090909090909091,0.16666666666666666,0.8379186602870814,1.240894552313572,inf
OKB,0.5900000000000001,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,1,1.0,1.0,1.0,1.0,1.3776819686019028,inf
OKB,0.5900000000000001,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,6,0.0,0.0,0.0,,0.9911656053388699,4.018158022891847
OKB,0.5900000000000001,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,9,0.3333333333333333,0.5,0.4,0.7632696390658174,3.175617489006884,4.229865268720299
OM,0.9000000000000004,1,2026-05-18 19:00:00,2026-05-23 17:00:00,119,20,0.2,0.8,0.32,0.9,53.7787766499541,1.294306682812291
OM,0.9000000000000004,2,2026-05-23 18:00:00,2026-05-28 15:00:00,118,34,0.17647058823529413,0.8571428571428571,0.2926829268292683,0.812097812097812,270.5527872225155,3.152117119113897
OM,0.9000000000000004,3,2026-05-28 16:00:00,2026-06-02 13:00:00,118,13,0.0,0.0,0.0,,-3.1199999999999997,0.0
ONDO,0.5700000000000001,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,21,0.09523809523809523,0.6666666666666666,0.16666666666666666,0.9026915113871636,-5.509143974669649,0.520747493767815
ONDO,0.5700000000000001,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,143,0.14685314685314685,0.9545454545454546,0.2545454545454545,0.6667733674775929,-37.20020500902576,0.5238707998306629
ONDO,0.5700000000000001,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,78,0.19230769230769232,0.8333333333333334,0.3125,0.7233716475095786,-8.523253201728224,0.766926241445468
OP,0.7500000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,4,0.25,0.1,0.14285714285714285,0.8655844155844155,0.9666253482656983,1.449775609369907
OP,0.7500000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,2,0.5,0.125,0.2,0.7251602564102564,1.0682832950254544,inf
OP,0.7500000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,2,0.0,0.0,0.0,0.8543956043956044,0.6157018852476465,inf
ORDI,0.8400000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.7855020796197267,0.0,0.0
ORDI,0.8400000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.6640030441400304,0.0,0.0
ORDI,0.8400000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.6878378378378378,0.0,0.0
PENDLE,0.7700000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,3,0.3333333333333333,0.06666666666666667,0.1111111111111111,0.7803131991051455,1.2606691853469951,11.196130024547573
PENDLE,0.7700000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,4,0.25,0.07142857142857142,0.1111111111111111,0.6871428571428572,0.2927239580234053,1.1967329839722882
PENDLE,0.7700000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,1,0.0,0.0,0.0,0.7102649006622517,-0.2363039166159473,0.0
PENGU,0.7100000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,5,0.4,0.2857142857142857,0.3333333333333333,0.7060964513193814,4.129775793277092,16.94433452636091
PENGU,0.7100000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,11,0.36363636363636365,0.23529411764705882,0.2857142857142857,0.7170868347338936,2.8022661717480344,2.335094401650948
PENGU,0.7100000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,6,0.3333333333333333,0.18181818181818182,0.23529411764705882,0.7978468899521531,3.0883757516109918,2.742986813889907
PEPE,0.7500000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,4,0.5,0.2,0.2857142857142857,0.6954545454545454,2.3223163071509454,2.7174927074897
PEPE,0.7500000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,5,0.2,0.1111111111111111,0.14285714285714285,0.6480286738351254,1.0996570766322113,2.9242529785268716
PEPE,0.7500000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,6,0.16666666666666666,0.08333333333333333,0.1111111111111111,0.8438189845474613,2.5112151353592767,5.647868439764874
PI,0.53,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,92,0.2608695652173913,0.9230769230769231,0.4067796610169492,0.8316610925306578,1.0134624081568928,1.0163994039445203
PI,0.53,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,164,0.17073170731707318,1.0,0.2916666666666667,0.616859243697479,-51.76274145354728,0.5540633898801604
PI,0.53,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,102,0.12745098039215685,0.8125,0.22033898305084745,0.7062074829931972,-10.031162404703368,0.7221150014601995
POL,0.6300000000000001,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,1,0.0,0.0,0.0,0.567287784679089,-0.19863242331620712,0.0
POL,0.6300000000000001,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,9,0.0,0.0,0.0,0.654320987654321,-0.8429608265982756,0.38697420046574865
POL,0.6300000000000001,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,9,0.1111111111111111,0.14285714285714285,0.125,0.7994505494505495,1.15475399240373,1.595115012240314
PUMP,0.7700000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,13,0.15384615384615385,0.09090909090909091,0.11428571428571428,0.5867477592829705,-5.464793533260491,0.5364611898398808
PUMP,0.7700000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,33,0.24242424242424243,0.34782608695652173,0.2857142857142857,0.7086031452358927,-9.366682345031089,0.6571961394468984
PUMP,0.7700000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,27,0.2962962962962963,0.36363636363636365,0.32653061224489793,0.7743391360412637,9.504048278794063,1.998509082567584
RENDER,0.7500000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.6078124999999999,0.0,0.0
RENDER,0.7500000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,,0.0,0.0
RENDER,0.7500000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.5708333333333333,0.0,0.0
S,0.8300000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.4968944099378882,0.0,0.0
S,0.8300000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.845679012345679,0.0,0.0
S,0.8300000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.8241935483870968,0.0,0.0
SATS,0.5800000000000001,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,5,0.2,0.16666666666666666,0.18181818181818182,0.5611814345991561,1.2238699491429097,4.857898700202849
SATS,0.5800000000000001,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,4,0.0,0.0,0.0,0.739622641509434,-0.5045619182022344,0.177066331652682
SATS,0.5800000000000001,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,25,0.2,0.7142857142857143,0.3125,0.8855311355311356,5.0708399913345925,1.9026399230605398
SEI,0.7300000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,1,0.0,0.0,0.0,0.7060964513193813,0.462220705211798,inf
SEI,0.7300000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,1,0.0,0.0,0.0,0.5524691358024691,0.26343948506084147,inf
SEI,0.7300000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,3,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.823953823953824,1.6733725558770827,1.8995994673598637
SHIB,0.7000000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,2,0.0,0.0,0.0,0.8405797101449275,-0.02902457838623593,0.8680766635184125
SHIB,0.7000000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,3,0.0,0.0,0.0,,0.012194398680308175,1.0540813348513445
SHIB,0.7000000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,56,0.26785714285714285,0.8823529411764706,0.410958904109589,0.8638195004029009,-10.6770630618648,0.7662918104584668
SILVER,0.9,1,2026-07-20 01:00:00,2026-07-23 04:00:00,76,0,0.0,0.0,0.0,,0.0,0.0
SILVER,0.9,2,2026-07-23 05:00:00,2026-07-26 07:00:00,75,0,0.0,0.0,0.0,0.9594594594594594,0.0,0.0
SILVER,0.9,3,2026-07-26 08:00:00,2026-07-29 10:00:00,75,0,0.0,0.0,0.0,0.4054054054054054,0.0,0.0
SKY,0.7000000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,15,0.26666666666666666,0.25,0.25806451612903225,0.5118243243243243,7.011879382595369,4.656106454239841
SKY,0.7000000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,15,0.13333333333333333,0.15384615384615385,0.14285714285714285,0.5608762098828324,5.633623826433114,6.012796413307116
SKY,0.7000000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,13,0.23076923076923078,0.17647058823529413,0.2,0.6333601933924254,9.203716777066274,3.7167481266072295
SOL,0.6400000000000001,1,2026-07-08 23:00:00,2026-07-15 18:00:00,164,1,0.0,0.0,0.0,0.7929606625258798,0.6653211782428905,inf
SOL,0.6400000000000001,2,2026-07-15 19:00:00,2026-07-22 14:00:00,164,3,0.0,0.0,0.0,0.888888888888889,-0.20769936159070884,0.7547497035739185
SOL,0.6400000000000001,3,2026-07-22 15:00:00,2026-07-29 09:00:00,163,3,0.0,0.0,0.0,0.6024844720496895,-0.6068880924965283,0.17942597096288176
SPX6900,0.8200000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,2,0.5,0.06666666666666667,0.11764705882352941,0.687248322147651,0.0953762631125038,1.136669999975315
SPX6900,0.8200000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.7246043165467626,0.0,0.0
SPX6900,0.8200000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,1,0.0,0.0,0.0,0.6402095084609186,0.018588373339119238,inf
STX,0.6900000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,4,0.25,0.2,0.2222222222222222,0.6440251572327045,1.4514517558563311,4.719813575535867
STX,0.6900000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,2,0.0,0.0,0.0,0.904320987654321,-0.623569636556906,0.262261734482639
STX,0.6900000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,16,0.3125,0.3125,0.3125,0.5977891156462585,6.1389430230482045,2.1652435666253207
SUI,0.6900000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,1,1.0,0.2,0.3333333333333333,0.8125786163522013,1.357424116667312,inf
SUI,0.6900000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,4,0.25,0.5,0.3333333333333333,0.9783950617283951,0.6250022708070124,1.712718880740856
SUI,0.6900000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,3.2142799337367176,inf
SYRUP,0.8300000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,4,0.5,0.08,0.13793103448275862,0.6178417266187051,4.290083184600285,inf
SYRUP,0.8300000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,1,1.0,0.07692307692307693,0.14285714285714285,0.7366276107997962,1.0920813641093832,inf
SYRUP,0.8300000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.569281045751634,0.0,0.0
TAO,0.7600000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,2,0.5,0.16666666666666666,0.25,0.7616033755274262,2.2016684108025735,inf
TAO,0.7600000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.7987421383647799,0.0,0.0
TAO,0.7600000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.6354430379746836,0.0,0.0
TBTC,0.5,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,30,0.03333333333333333,1.0,0.06451612903225806,0.8588957055214724,-4.19592988828035,0.35668280349384285
TBTC,0.5,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,58,0.0,0.0,0.0,0.23926380368098155,-11.406957174718398,0.1859527361001896
TBTC,0.5,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,25,0.04,0.5,0.07407407407407407,0.7298136645962732,-4.407223514075658,0.27676239851204243
TIA,0.7900000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,5,0.6,0.16666666666666666,0.2608695652173913,0.7511415525114155,2.2754597773535625,2.4922234265850802
TIA,0.7900000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,4,0.5,0.125,0.2,0.7837837837837838,3.1691395524298285,11.672597025420728
TIA,0.7900000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.663003663003663,0.0,0.0
TON,0.7200000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.6078125,0.0,0.0
TON,0.7200000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,5,0.2,0.08333333333333333,0.11764705882352941,0.5290570175438597,0.9053578921898522,1.8782900122102617
TON,0.7200000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,7,0.14285714285714285,0.125,0.13333333333333333,0.7588709677419354,-0.8817393106860985,0.7125379445567173
TRUMP,0.7400000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.9044025157232705,0.0,0.0
TRUMP,0.7400000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,1,0.0,0.0,0.0,0.727024567788899,-0.6999001437494587,0.0
TRUMP,0.7400000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,1,0.0,0.0,0.0,0.8064516129032258,-0.6255464382015006,0.0
UNI,0.8000000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.5800000000000001,0.0,0.0
UNI,0.8000000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.6967741935483871,0.0,0.0
UNI,0.8000000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.6717171717171717,0.0,0.0
VIRTUAL,0.7100000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,35,0.14285714285714285,0.38461538461538464,0.20833333333333334,0.6704024452368824,-5.1654524407048665,0.6964312662436023
VIRTUAL,0.7100000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,14,0.2857142857142857,0.23529411764705882,0.25806451612903225,0.6710684273709484,2.8663750298818487,1.6583489259488067
VIRTUAL,0.7100000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,3,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.7193362193362194,3.3452886583481654,inf
VVV,0.8300000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.5598214285714286,0.0,0.0
VVV,0.8300000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,2,1.0,0.08,0.14814814814814814,0.597410071942446,4.531544618066144,inf
VVV,0.8300000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,0,0.0,0.0,0.0,0.6850084222346996,0.0,0.0
WELL,0.8300000000000003,1,2026-05-18 19:00:00,2026-05-23 16:00:00,118,0,0.0,0.0,0.0,0.5739041794087666,0.0,0.0
WELL,0.8300000000000003,2,2026-05-23 17:00:00,2026-05-28 14:00:00,118,9,0.1111111111111111,0.05263157894736842,0.07142857142857142,0.5832004253056884,0.649056232998453,1.2336451586423793
WELL,0.8300000000000003,3,2026-05-28 15:00:00,2026-06-02 12:00:00,118,0,0.0,0.0,0.0,0.6176720475785896,0.0,0.0
WIF,0.7500000000000002,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,4,0.25,0.14285714285714285,0.18181818181818182,0.6078252957233848,2.418670385306249,32.023861816370136
WIF,0.7500000000000002,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,1,0.0,0.0,0.0,0.7184265010351967,0.3824529678856672,inf
WIF,0.7500000000000002,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,7,0.14285714285714285,0.07692307692307693,0.1,0.7435897435897436,0.3502713907264794,1.2587881481102543
WLD,0.8200000000000003,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.6568232662192394,0.0,0.0
WLD,0.8200000000000003,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,0,0.0,0.0,0.0,0.5831168831168831,0.0,0.0
WLD,0.8200000000000003,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,1,0.0,0.0,0.0,0.7172413793103448,0.4307826021554398,inf
WLFI,0.54,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,9,0.1111111111111111,0.5,0.18181818181818182,0.7746913580246914,-0.46589720676443597,0.7507007105787776
WLFI,0.54,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,5,0.0,0.0,0.0,0.7962962962962963,-1.1797521864281832,0.332606250590493
WLFI,0.54,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,69,0.13043478260869565,0.8181818181818182,0.225,0.8020334928229664,-15.624989795831295,0.6346537938353233
WSTETH,0.55,1,2026-07-09 00:00:00,2026-07-15 19:00:00,164,0,0.0,0.0,0.0,0.5761006289308176,0.0,0.0
WSTETH,0.55,2,2026-07-15 20:00:00,2026-07-22 15:00:00,164,6,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.732919254658385,1.1361768884044472,4.113806588809389
WSTETH,0.55,3,2026-07-22 16:00:00,2026-07-29 10:00:00,163,3,0.3333333333333333,0.25,0.2857142857142857,0.7594339622641509,2.112521763238616,14.99847446330386
WTIOIL,0.56,1,2026-07-21 11:00:00,2026-07-24 02:00:00,64,1,0.0,0.0,0.0,0.7580645161290323,0.3771522403248808,inf
WTIOIL,0.56,2,2026-07-24 03:00:00,2026-07-26 18:00:00,64,6,0.16666666666666666,0.5,0.25,0.6774193548387097,1.5660775581461368,3.633348189498225
WTIOIL,0.56,3,2026-07-26 19:00:00,2026-07-29 10:00:00,64,10,0.1,0.14285714285714285,0.11764705882352941,0.38095238095238093,2.1982950708569398,3.6504767528294217
XAUT,0.9,1,2026-07-12 08:00:00,2026-07-18 00:00:00,137,0,0.0,0.0,0.0,0.5441176470588236,0.0,0.0
XAUT,0.9,2,2026-07-18 01:00:00,2026-07-23 17:00:00,137,0,0.0,0.0,0.0,,0.0,0.0
XAUT,0.9,3,2026-07-23 18:00:00,2026-07-29 10:00:00,137,0,0.0,0.0,0.0,,0.0,0.0
